platform,mean_hour_local
BR1,17.740201070467112
BR1,17.31785319014548
BR1,17.25284710954926
BR1,20.80529233187907
BR1,17.869598381545547
BR1,18.53716690152393
BR1,19.58421914121836
BR1,19.3276595379937
BR1,16.202812748381085
BR1,21.406460136434188
BR1,18.531229361207465
BR1,16.74227490828697
BR1,18.177810579383287
BR1,17.381226448232027
BR1,16.05548645820639
BR1,20.19306712623724
BR1,19.7351467414374
BR1,15.045882898374554
BR1,0.8970614206330142
BR1,18.503935552843444
BR1,18.815675913525205
BR1,9.865971032730087
BR1,18.9771365492131
BR1,19.1540973611726
BR1,23.348095316295225
BR1,20.15319222761405
BR1,20.772963816975576
BR1,20.601138624973405
BR1,17.621844705067023
BR1,21.57614477102573
BR1,20.026924897272504
BR1,23.078749432420818
BR1,15.670848800719252
BR1,18.253290698559624
BR1,17.744173625353614
BR1,18.03701640127408
BR1,15.915721937086465
BR1,18.710528286719786
BR1,5.365570483733364
BR1,15.760202440435744
BR1,16.5520362473397
BR1,16.988418859600085
BR1,19.453484546568745
BR1,21.5964424436196
BR1,17.81330266305676
BR1,15.237935661773188
BR1,13.511409034757458
BR1,17.0368536208351
BR1,14.792435038435212
BR1,14.48552248294202
BR1,20.115135892278676
BR1,12.59853451733118
BR1,21.037684697950183
BR1,18.41736562842265
BR1,21.588157821869032
BR1,19.990668548116396
BR1,20.65492833446299
BR1,1.7497521137720975
BR1,15.807759449901116
BR1,19.2765000756839
BR1,17.333379197142786
BR1,23.74030567130083
BR1,19.35508808343676
BR1,18.277178751849892
BR1,20.855143082468352
BR1,19.7462582816574
BR1,19.342770975577857
BR1,19.837096494856187
BR1,22.02932313340777
BR1,21.90129289430441
BR1,2.487046988008116
BR1,19.818741168260438
BR1,16.75828512052867
BR1,19.81133336027503
BR1,22.34478719585195
BR1,17.509464611839586
BR1,18.42936055894384
BR1,19.488125431300627
BR1,17.279468860967373
BR1,21.918711825932963
BR1,20.62710455809344
BR1,0.5018118337419614
BR1,15.36850023046896
BR1,22.030749254285062
BR1,19.32560211010874
BR1,0.0629114589808799
BR1,12.402647060729016
BR1,15.379380805580896
BR1,19.064321228690464
BR1,19.84625081855597
BR1,18.590836495802144
BR1,20.70611817229045
BR1,20.53386480099877
BR1,22.71260547939626
BR1,14.70804998773354
BR1,16.595257631738136
BR1,18.98610754569437
BR1,18.74297581389513
BR1,21.13674057055259
BR1,20.33227665814554
BR1,17.917046811765132
BR1,20.11077935229749
BR1,20.997037775506865
BR1,17.340165255197206
BR1,19.42751382867289
BR1,17.445293663065716
BR1,20.877713933574075
BR1,22.661641848187568
BR1,22.2835698184352
BR1,21.227297918500028
BR1,19.688139780774957
BR1,14.337735587229906
BR1,23.190300788213765
BR1,19.248697902410427
BR1,19.15871473522174
BR1,20.516870729011345
BR1,22.928957029571265
BR1,18.75344123512752
BR1,20.784404235910184
BR1,19.81108878088764
BR1,17.830971657359914
BR1,22.540269869039808
BR1,15.00345898288115
BR1,16.15752782165194
BR1,19.39851823859726
BR1,20.852712256144724
BR1,1.4833133592749168
BR1,18.097715963770465
BR1,19.01841912988696
BR1,19.29855724977269
BR1,21.177767174233264
BR1,17.377058127572692
BR1,20.43427214035327
BR1,20.40298709480567
BR1,20.11312310594352
BR1,3.1599963998981977
BR1,21.21846336004312
BR1,18.869970823857145
BR1,21.517355212858405
BR1,14.035184564474022
BR1,19.056505695688795
BR1,17.756916798254817
BR1,21.562028801898958
BR1,21.264501318477407
BR1,16.87444590268338
BR1,17.70510761104394
BR1,20.07580657165042
BR1,21.61431283681074
BR1,20.844806127264253
BR1,15.602192073711038
BR1,19.7078009199476
BR1,19.52894261793617
BR1,20.613517116313268
BR1,19.737695135066
BR1,21.671644984988347
BR1,22.53150836094795
BR1,17.406349209409633
BR1,21.603980912325486
BR1,20.19331695872681
BR1,21.85819940848941
BR1,17.810990922498434
BR1,20.640624992652427
BR1,14.905193021371252
BR1,20.411291632667613
BR1,17.4430713012087
BR1,20.51071434106417
BR1,0.0647641930136661
BR1,16.246637491126258
BR1,22.74612344178366
BR1,15.435844152689691
BR1,22.82306171016005
BR1,19.115816053118827
BR1,17.80512679432489
BR1,18.295089688569355
BR1,21.69644758911032
BR1,17.88943354053201
BR1,18.673819719234807
BR1,20.60635034227321
BR1,21.69671251823849
BR1,21.549206465589
BR1,22.147525535223345
BR1,21.833936444731773
BR1,18.4428917509665
BR1,17.149456307212578
BR1,17.888529889629197
BR1,22.19533754929885
BR1,20.64820181641352
BR1,21.501254985672023
BR1,18.53720869150835
BR1,18.97946957610269
BR1,21.492784421230212
BR1,18.74957955509677
BR1,18.70610113806455
BR1,23.202836717834497
BR1,16.1507083372287
BR1,5.853788357080933
BR1,18.326982405360337
BR1,21.261195634674987
BR1,15.86627253622298
BR1,18.829117831826444
BR1,21.0836043897478
BR1,14.075544992282426
BR1,21.589547955894567
BR1,18.565612677321617
BR1,18.092691133966085
BR1,19.761559810254443
BR1,17.992918713591923
BR1,18.348749253070864
BR1,15.891916115940187
BR1,20.85555104842474
BR1,22.037366835240626
BR1,19.47631986717298
BR1,19.44682091084009
BR1,20.125441996661905
BR1,0.1456795012115664
BR1,13.06725015367993
BR1,15.92503047594639
BR1,18.324213512209177
BR1,17.109869754781883
BR1,19.561558693045253
EUN1,20.534078075042697
EUN1,16.803629618267973
EUN1,18.5802689082047
EUN1,20.135946930531883
EUN1,16.95511759324995
EUN1,16.282000008381583
EUN1,19.981351156114137
EUN1,23.6795828855273
EUN1,15.855139615018974
EUN1,22.322216225589223
EUN1,20.68593336952184
EUN1,17.43831129845347
EUN1,19.1205827763793
EUN1,22.293887885522427
EUN1,18.650525567277167
EUN1,22.12722683273261
EUN1,18.80058816027078
EUN1,19.165235224583817
EUN1,16.164181073037852
EUN1,20.23747866927669
EUN1,19.85564924049555
EUN1,16.838900834022
EUN1,19.42279507754266
EUN1,20.408090033918285
EUN1,17.15934570181439
EUN1,15.419885162235731
EUN1,17.163963498574137
EUN1,17.048675516106687
EUN1,15.977288238651026
EUN1,16.66931558550826
EUN1,21.285384808083013
EUN1,19.80482113804181
EUN1,19.65749336171126
EUN1,20.050640817558577
EUN1,19.66135109525568
EUN1,18.262412934087507
EUN1,18.071616928580788
EUN1,18.77107222613337
EUN1,21.61246366672173
EUN1,18.48394196469617
EUN1,19.02002804374123
EUN1,18.690724375973645
EUN1,19.88684697674751
EUN1,16.585259384279183
EUN1,18.11726066765594
EUN1,18.235292150184016
EUN1,18.235992232130247
EUN1,18.52539802047554
EUN1,16.916263507140965
EUN1,18.372936458901812
EUN1,17.292510415706346
EUN1,18.468674438029065
EUN1,17.21429560848309
EUN1,18.554653924018737
EUN1,21.625623845274543
EUN1,16.905928302762597
EUN1,21.56390834225172
EUN1,20.22228609731916
EUN1,18.69784237798357
EUN1,19.86775612647798
EUN1,19.19618658921329
EUN1,16.556406255238947
EUN1,16.23672405343172
EUN1,19.716236074847718
EUN1,17.92881189255463
EUN1,21.249083100323105
EUN1,19.04622609275497
EUN1,17.12805176893984
EUN1,18.56349392829784
EUN1,16.423490760059842
EUN1,23.2967379373192
EUN1,18.831396948371005
EUN1,17.318774596798043
EUN1,19.354388621012383
EUN1,16.29978441825017
EUN1,16.11978848341986
EUN1,18.68781357848456
EUN1,18.30181082012344
EUN1,17.631428477458364
EUN1,16.773139765043595
EUN1,17.982089221790886
EUN1,22.310234450387966
EUN1,15.085016478232198
EUN1,20.09569394470525
EUN1,17.513623143140023
EUN1,17.873888167364218
EUN1,17.76309430313564
EUN1,18.77377193536185
EUN1,16.09843915434723
EUN1,19.78853498743649
EUN1,17.238190161816284
EUN1,18.18794621140415
EUN1,4.383419304437769
EUN1,23.66647541018556
EUN1,18.060494243301065
EUN1,19.178287828175943
EUN1,21.818641828975466
EUN1,17.77339235667119
EUN1,18.319184729116117
EUN1,19.97130881867416
EUN1,14.446107952579045
EUN1,17.20736861747546
EUN1,21.97748451001596
EUN1,19.85692231201731
EUN1,18.51062724089572
EUN1,19.34089577933903
EUN1,17.693974692348554
EUN1,18.03503024791907
EUN1,16.52703510264385
EUN1,20.50874449384592
EUN1,18.7235038407049
EUN1,19.090999095872693
EUN1,17.637468549713134
EUN1,19.708982567708752
EUN1,17.924563399470518
EUN1,20.04760713015416
EUN1,20.92506479447086
EUN1,18.28351021146028
EUN1,19.34389936539282
EUN1,18.178402995494864
EUN1,17.856905174238204
EUN1,19.100405631426
EUN1,14.994132482608231
EUN1,18.64140059657421
EUN1,15.277677269495353
EUN1,17.74752819586939
EUN1,21.57708308864272
EUN1,20.63598441587026
EUN1,21.40799143408666
EUN1,21.739837746618107
EUN1,18.852333466765263
EUN1,20.530474682952637
EUN1,19.15348170747917
EUN1,17.818747878524558
EUN1,17.9146943826711
EUN1,19.0106532427543
EUN1,18.10235682561345
EUN1,18.31118594242172
EUN1,17.7431114056604
EUN1,17.342802896000524
EUN1,20.531115907897878
EUN1,22.14810709666577
EUN1,1.0540001856606247
EUN1,19.916294872522958
EUN1,15.143998061337076
EUN1,16.487129308952138
EUN1,19.42469482776457
EUN1,19.748745547308285
EUN1,19.24744374157564
EUN1,20.19237302954008
EUN1,21.308421935313504
EUN1,14.814879284839924
EUN1,17.39277118435041
EUN1,21.793508517758685
EUN1,21.807449132023173
