metric,platform,phase_local_peak
PC1,JP1,7.111198847875425
PC1,JP1,6.837159933321495
PC1,JP1,6.991978859520973
PC1,JP1,5.852892174223932
PC1,JP1,0.5210487906017995
PC1,JP1,4.889365071080988
PC1,JP1,23.50694574564526
PC1,JP1,23.30845008738184
PC1,JP1,11.231870214859992
PC1,JP1,3.850693895896775
PC1,JP1,0.2025006088360399
PC1,JP1,4.298227733855214
PC1,JP1,7.858639556639854
PC1,JP1,17.13571582346174
PC1,JP1,1.7846097996366552
PC1,JP1,9.551066104123162
PC1,JP1,3.705509883879607
PC1,JP1,9.678273309415284
PC1,JP1,21.15451802425665
PC1,JP1,6.099544732454671
PC1,JP1,7.071603643630727
PC1,JP1,11.248392983279276
PC1,JP1,18.10741689836493
PC1,JP1,10.946477810094576
PC1,JP1,8.445322385091103
PC1,JP1,9.759551396931384
PC1,JP1,5.749641331347149
PC1,JP1,12.695955470996957
PC1,JP1,20.85089529259132
PC1,JP1,3.509205480471813
PC1,JP1,17.58140144276556
PC1,JP1,3.4323917383332123
PC1,JP1,7.539388675367242
PC1,JP1,7.68927711404535
PC1,JP1,11.72025249488854
PC1,JP1,7.49433563697346
PC1,JP1,7.22602128476181
PC1,JP1,23.72556337622656
PC1,JP1,3.691188492579293
PC1,JP1,12.985562769293828
PC1,JP1,1.797862140872855
PC1,JP1,7.127503354984615
PC1,JP1,20.788238329865987
PC1,JP1,18.77884245350336
PC1,JP1,5.88360365526793
PC1,JP1,8.692095466302433
PC1,JP1,9.04437048364806
PC1,JP1,7.593532114945933
PC1,JP1,16.930284104406027
PC1,JP1,19.564044339958016
PC1,JP1,19.213461671920683
PC1,JP1,7.433355732926167
PC1,JP1,15.964088434252217
PC1,JP1,23.77899372490568
PC1,JP1,12.955876789777776
PC1,JP1,19.862562993895853
PC1,JP1,19.9985456873723
PC1,JP1,7.430916929621038
PC1,JP1,18.56337459053657
PC1,JP1,9.794667509232498
PC1,JP1,15.717605665471783
PC1,JP1,22.18189303883935
PC1,JP1,19.65877060907337
PC1,JP1,23.800670161100253
PC1,JP1,4.798245836365716
PC1,JP1,5.910626325410458
PC1,JP1,9.342691703605452
PC1,JP1,7.861410984687467
PC1,JP1,21.35801610600803
PC1,JP1,6.468837207356064
PC1,JP1,23.778874969574947
PC1,JP1,21.74953750898615
PC1,JP1,9.591013907320814
PC1,JP1,9.442034020960634
PC1,JP1,0.4965182301011452
PC1,JP1,9.329521043087082
PC1,JP1,2.6132407000066777
PC1,JP1,2.5862091680452863
PC1,JP1,23.16549638202823
PC1,JP1,23.43956423393436
PC1,JP1,8.388363956456871
PC1,JP1,6.172780168937688
PC1,JP1,22.57490847231553
PC1,JP1,8.082835506259336
PC1,JP1,11.85112124572395
PC1,JP1,22.669094976962956
PC1,JP1,13.555996017910216
PC1,JP1,10.638879186956803
PC1,JP1,2.487211599940224
PC1,JP1,23.34537559123163
PC1,JP1,11.695741176994128
PC1,JP1,8.02961060766772
PC1,JP1,6.652492644330014
PC1,JP1,13.83904633578328
PC1,JP1,8.617531572958313
PC1,JP1,22.486839778353826
PC1,JP1,22.274442081318423
PC1,JP1,6.7329506872547
PC1,JP1,11.912744179382477
PC1,JP1,17.3744009141153
PC1,JP1,22.87297908126325
PC1,JP1,3.265980584245145
PC1,JP1,23.32211025375649
PC1,JP1,20.924880944180444
PC1,JP1,20.89545814695496
PC1,JP1,5.13565149095303
PC1,JP1,11.79417561668655
PC1,JP1,20.04202218227656
PC1,JP1,0.168685437445081
PC1,JP1,7.329820542064841
PC1,JP1,0.8905394846053412
PC1,JP1,19.675606077545268
PC1,JP1,4.131810898440719
PC1,JP1,1.899766801549866
PC1,JP1,10.210641894533635
PC1,JP1,5.253261806652766
PC1,JP1,4.339577397941781
PC1,JP1,0.6237390189210714
PC1,JP1,5.19827211042195
PC1,JP1,23.01501545545626
PC1,JP1,4.593459230166843
PC1,JP1,15.100777741952546
PC1,JP1,21.594179711688117
PC1,JP1,20.317825451942184
PC1,JP1,23.25531796438453
PC1,JP1,8.40150193242387
PC1,JP1,0.2136619311583985
PC1,JP1,15.433776035774155
PC1,JP1,19.51322261323557
PC1,JP1,4.370915028150527
PC1,JP1,1.1598606957170825
PC1,JP1,20.97947229593782
PC1,JP1,11.472415601231235
PC1,JP1,4.930734195410931
PC1,JP1,5.186436674494885
PC1,JP1,19.317359539869628
PC1,JP1,23.1599993831364
PC1,JP1,12.54717477343264
PC1,JP1,20.617267803912803
PC1,JP1,8.672720801107815
PC1,JP1,23.20030758087345
PC1,JP1,8.532848278020566
PC1,JP1,10.132695638324964
PC1,JP1,21.76587553315966
PC1,JP1,9.66294099237507
PC1,JP1,20.14915012683338
PC1,JP1,6.315968299133537
PC1,JP1,16.02302260200331
PC1,JP1,19.463219254562716
PC1,JP1,9.181872511362991
PC1,JP1,3.1863275712030585
PC1,JP1,19.89921673055099
PC1,JP1,21.383086588830324
PC1,JP1,14.25553386301894
PC1,JP1,13.04790774369896
PC1,JP1,4.344429854475873
PC1,JP1,3.6919203106926304
PC1,JP1,8.556614339951764
PC1,JP1,0.4731082447721775
PC1,JP1,18.042247769306904
PC1,JP1,20.285504345058307
PC1,JP1,19.15465139435861
PC1,JP1,4.612343976765125
PC1,JP1,8.684093310960137
PC1,JP1,9.535141148586996
PC1,JP1,21.873517867449728
PC1,JP1,20.02846021445201
PC1,JP1,22.2654469996208
PC1,JP1,17.062355977941763
PC1,JP1,6.734058374875904
PC1,JP1,10.197095698161691
PC1,JP1,21.600117938664678
PC1,JP1,5.318560760722768
PC1,JP1,7.446187673925461
PC1,JP1,9.854741829977153
PC1,JP1,6.779061793124868
PC1,JP1,12.375540155783352
PC1,JP1,22.78392702201654
PC1,JP1,12.176641455878798
PC1,JP1,22.52211158059656
PC1,JP1,0.0191376844123709
PC1,JP1,12.594533343435648
PC1,JP1,9.565976060825797
PC1,JP1,22.027118614791828
PC1,JP1,5.459032744221748
PC1,JP1,14.04735832411558
PC1,JP1,8.697114735539827
PC1,JP1,9.877278444374536
PC1,JP1,9.981204722523511
PC1,JP1,3.625028920721189
PC1,JP1,8.563117622990518
PC1,JP1,4.324024811842211
PC1,JP1,7.399054107256617
PC1,JP1,4.721205668646611
PC1,JP1,7.114556835576394
PC1,JP1,20.42569289581844
PC1,JP1,17.732249758930735
PC1,JP1,15.94595005343646
PC1,JP1,6.8851312878406326
PC1,JP1,10.809790369074188
PC1,JP1,19.36552882383219
PC1,JP1,6.741067730396836
PC1,JP1,10.910360148794627
PC1,JP1,8.55394674483827
PC1,JP1,13.105288652372826
PC1,JP1,6.67121104527509
PC1,JP1,5.4604039562480295
PC1,JP1,10.692770881960746
PC1,JP1,2.597213439082108
PC1,JP1,3.30525499985529
PC1,JP1,17.82263797032126
PC1,JP1,10.921901958978678
PC1,JP1,9.430220318273111
PC1,JP1,5.080797435053931
PC1,JP1,3.243225843911432
PC1,JP1,4.185037916698015
PC1,JP1,18.62968260447101
PC1,JP1,8.621503827571836
PC1,JP1,9.538952794822173
PC1,JP1,19.92805291499213
PC1,JP1,2.2380193802603614
PC1,JP1,20.37841903921068
PC1,JP1,22.117906448811976
PC1,JP1,3.1837449615566484
PC1,JP1,5.163562089332991
PC1,JP1,23.35855655530267
PC1,JP1,6.330236292402869
PC1,JP1,3.5311564395121025
PC1,JP1,19.39294142157155
PC1,JP1,15.144574962898425
PC1,JP1,1.440832090325049
PC1,JP1,3.676563544178208
PC1,JP1,19.115390102458363
PC1,JP1,23.82411762907563
PC1,JP1,23.7959963273112
PC1,JP1,9.96072856578838
PC1,JP1,5.3088237614407205
PC1,JP1,8.254161360775171
PC1,JP1,9.775554573593755
PC1,JP1,6.286909417725802
PC1,JP1,21.24622770034354
PC1,JP1,10.43362469259496
PC1,JP1,16.48630659156661
PC1,JP1,14.12295262183974
PC1,JP1,14.661316089111622
PC1,JP1,4.8479194365257925
PC1,JP1,19.088819634933763
PC1,JP1,8.437274423927207
PC1,JP1,4.269300199513747
PC1,JP1,23.94659851522749
PC1,JP1,8.330293986320555
PC1,JP1,8.60180016388373
PC1,JP1,9.575746096895251
PC1,JP1,21.02120965528611
PC1,JP1,7.995177911656402
PC1,JP1,17.951309183504716
PC1,JP1,20.365263473231405
PC1,JP1,3.912714151741149
PC1,JP1,19.7381738488571
PC1,JP1,20.18323508827367
PC1,JP1,11.07915027137864
PC1,JP1,6.9313649425421175
PC1,JP1,8.7333850196136
PC1,JP1,16.297190878166024
PC1,JP1,9.37085570479695
PC1,JP1,8.355823166260592
PC1,JP1,6.909673665654793
PC1,JP1,7.476958420782012
PC1,JP1,14.222297904748364
PC1,JP1,22.6888981106557
PC1,JP1,21.95857449742857
PC1,JP1,2.929507455462929
PC1,JP1,19.362429473849083
PC1,JP1,4.016175398266828
PC1,JP1,8.353198572882413
PC1,JP1,21.75845038963236
PC1,JP1,21.73402828568406
PC1,JP1,9.384553181421875
PC1,JP1,5.487144369036564
PC1,JP1,9.739406298349152
PC1,JP1,21.98391877563933
PC1,JP1,20.604319497944104
PC1,JP1,21.07803487793032
PC1,JP1,9.03136637987541
PC1,JP1,19.3104445024552
PC1,JP1,22.20202036227794
PC1,JP1,4.456127925480196
PC1,JP1,19.45758224105074
PC1,JP1,9.76215427138302
PC1,JP1,11.001894519886871
PC1,JP1,9.548932616222666
PC1,JP1,8.553171571579526
PC1,JP1,6.124530765236191
PC1,JP1,19.853654710862777
PC1,JP1,9.431395710404503
PC1,JP1,15.397157345152714
PC1,JP1,10.222039246070596
PC1,JP1,6.703973523432975
